passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
fwdgroup00566900	Col11a2	3pUTR	glia-enriched	not-localised	392	24.000000	0.174464	1.607161	0.181336
fwdgroup00566902	Col11a2	3pUTR	glia-enriched	neuropil	881	0.000000	0.094506	0.000000	NaN
revgroup00569569	Brd2	3pUTR_extended	tissue	not-localised	9269	0.000000	-1.000000	3.351174	0.863477
revgroup00569577	Psmb9	3pUTR	glia-enriched	not-localised	36	15.946006	0.852828	16.839403	0.643327
fwdgroup00566949	Tap1	3pUTR_extended	glia-enriched	not-localised	445	11.069510	0.827246	13.997454	0.674053
fwdgroup00566977	RT1-Db1	3pUTR	tissue	not-localised	313	0.000000	-1.000000	10.867061	0.554988
fwdgroup00566986	RT1-Db2	intron	others	not-localised	1842	0.000000	-1.000000	14.932483	0.625810
revgroup00569620	RT1-Da	3pUTR	tissue	not-localised	357	0.000000	-1.000000	43.191331	0.755294
fwdgroup00567056	Notch4	3pUTR_extended	neuron-enriched	not-localised	507	5.336095	0.817806	5.769216	0.794325
fwdgroup00567063	Gpsm3	3pUTR_extended	glia-enriched	not-localised	443	-0.014860	0.001301	2.053650	0.075119
fwdgroup00567088	Pbx2	3pUTR	glia-enriched	not-localised	488	3.460032	0.931714	4.879347	0.899515
fwdgroup00567093	Pbx2	3pUTR	glia-enriched	not-localised	1481	3.781153	0.989902	3.732327	0.877711
fwdgroup00567095	Ager	3pUTR	others	not-localised	158	0.000000	-1.000000	15.272144	0.687661
revgroup00569717	C4a	intron	neuron-enriched	not-localised	130307	0.000000	-1.000000	1.652683	0.839393
fwdgroup00567132	Agpat1	3pUTR	neuron-enriched	not-localised	285	24.000000	0.398503	2.527940	0.487086
revgroup00569742	C4a	intron	neuron-enriched	neuropil	118346	0.000000	-1.000000	6.213996	0.783351
fwdgroup00567133	Agpat1	3pUTR	neuron-enriched	not-localised	972	24.000000	0.573757	0.193387	0.550802
revgroup00569750	C4a	intron	neuron-enriched	not-localised	115096	0.000000	-1.000000	6.726378	0.892982
fwdgroup00567177	Agpat1	3pUTR_extended	neuron-enriched	not-localised	14514	23.252410	0.513119	24.075448	0.373147
fwdgroup00567190	Prrt1	3pUTR	neuron-enriched	somata	879	28.820016	0.607089	24.654090	0.727694
fwdgroup00567235	Fkbpl	3pUTR	others	not-localised	25	3.049822	0.782240	3.057702	0.798286
fwdgroup00567272	Atf6b	3pUTR	others	not-localised	375	24.000000	0.729525	11.225762	0.815265
fwdgroup00567331	Tnxa-ps1	CDS_extended	glia-enriched	not-localised	12	0.000000	-1.000000	15.296498	0.554606
fwdgroup00567353	Dxo	3pUTR	glia-enriched	not-localised	46	9.127017	0.919803	9.782194	0.887079
revgroup00569937	Skiv2l	3pUTR	glia-enriched	not-localised	155	18.448002	0.967536	17.621029	0.842918
fwdgroup00567416	Nelfe	intron	neuron-enriched	not-localised	113	0.000000	-1.000000	11.413926	0.641538
fwdgroup00567420	Nelfe	intron	tissue	not-localised	554	0.000000	-1.000000	22.707471	0.628432
fwdgroup00567421	Nelfe	3pUTR_extended	neuron-enriched	not-localised	99	8.001349	0.951061	8.747920	0.967676
revgroup00570008	Cfb	3pUTR_extended	glia-enriched	not-localised	56	7.265735	0.715803	11.287281	0.888652
revgroup00570019	C2	3pUTR	glia-enriched	neuropil	236	24.000000	0.685736	13.861358	0.502304
fwdgroup00567458	Nelfe	3pUTR_extended	neuron-enriched	cell-culture	9829	0.000000	-1.000000	3.555284	0.750897
fwdgroup00567554	Ehmt2	3pUTR_extended	others	neuropil	231	24.000000	0.820085	5.582218	0.765226
fwdgroup00567584	Neu1	3pUTR	others	not-localised	471	15.989014	0.819930	16.359715	0.617661
revgroup00570230	RT1-CE12	intron	neuron-enriched	not-localised	6526	0.000000	-1.000000	34.444889	0.181051
revgroup00570272	RT1-CE1	intron	tissue	not-localised	717	0.000000	-1.000000	10.130218	0.557778
revgroup00570286	RT1-CE14	intron	shared	neuropil	124625	0.000000	-1.000000	1.782535	0.032244
revgroup00570301	RT1-CE14	intron	shared	not-localised	107495	0.000000	-1.000000	17.742907	0.698009
revgroup00570359	RT1-CE14	intron	shared	somata	92318	0.000000	-1.000000	0.000536	0.485311
fwdgroup00567764	Nfkbil1	3pUTR	neuron-enriched	not-localised	206	6.075787	0.725813	8.126832	0.695203
fwdgroup00567784	Nfkbil1	3pUTR_extended	neuron-enriched	not-localised	6236	-5.445036	0.097567	79.698140	0.035528
fwdgroup00567818	Tnf	3pUTR_extended	glia-enriched	neuropil	835	0.000000	-1.000000	0.103963	0.000056
revgroup00570420	RT1-CE14	intron	shared	not-localised	42255	0.000000	-1.000000	0.000000	0.104389
revgroup00570439	RT1-CE14	intron	shared	not-localised	36280	0.000000	-1.000000	5.790933	0.892823
revgroup00570511	Hspa1a	intron	others	not-localised	2880	0.000000	-1.000000	14.058751	0.750395
fwdgroup00567936	Lsm2	3pUTR_extended	glia-enriched	not-localised	342	7.415816	0.968724	7.387408	0.901426
fwdgroup00568018	Vars	CDS	shared	not-localised	326	0.000000	-1.000000	8.344519	0.787028
fwdgroup00568021	Vars	3pUTR_extended	shared	not-localised	67	11.156446	0.953327	11.380001	0.801320
revgroup00570656	Sapcd1	3pUTR	glia-enriched	neuropil	210	24.305947	0.398657	21.402790	0.554371
fwdgroup00568050	Clic1	3pUTR_extended	glia-enriched	neuropil	232	9.145400	0.787883	9.692014	0.804058
fwdgroup00568070	Ddah2	3pUTR	glia-enriched	neuropil	188	8.116340	0.978703	8.644730	0.972066
fwdgroup00568104	Abhd16a	intron	others	cell-culture	826	0.000000	-1.000000	26.805182	0.147652
fwdgroup00568131	Abhd16a	3pUTR	others	not-localised	209	24.000000	0.356747	38.055097	0.380061
revgroup00570806	Csnk2b	3pUTR	neuron-enriched	not-localised	133	18.401456	0.814539	17.921926	0.688041
revgroup00570808	Csnk2b	intron	neuron-enriched	not-localised	0	0.000000	-1.000000	10.511719	0.397371
fwdgroup00568159	Gpank1	3pUTR	others	not-localised	149	2.876792	0.888834	3.497352	0.889857
fwdgroup00568173	G4	3pUTR	glia-enriched	not-localised	301	1.552567	0.965626	2.142642	0.958263
fwdgroup00568175	G4	3pUTR	glia-enriched	not-localised	679	1.550052	0.953546	2.038202	0.957609
revgroup00570846	Apom	3pUTR	others	not-localised	108	0.000000	-1.000000	26.814999	0.409727
fwdgroup00568256	Bag6	intron	neuron-enriched	not-localised	552	0.000000	-1.000000	14.263082	0.684811
fwdgroup00568258	Bag6	3pUTR	neuron-enriched	not-localised	71	20.915293	0.991254	18.209259	0.940904
revgroup00570949	Prrc2a	3pUTR_extended	neuron-enriched	neuropil	187	29.678474	0.899144	16.271043	0.862035
revgroup00571040	Aif1	3pUTR	glia-enriched	neuropil	114	24.000000	0.024488	0.000000	0.009074
revgroup00571041	Aif1	intron	tissue	not-localised	0	0.000000	-1.000000	14.309974	0.668600
revgroup00571057	Lst1	3pUTR	glia-enriched	cell-culture	77	0.000000	-1.000000	3.116194	0.450527
fwdgroup00568469	RT1-A2	3pUTR	glia-enriched	neuropil	452	24.000000	0.016143	6.711837	0.013610
fwdgroup00568490	RT1-A1	3pUTR_extended	glia-enriched	neuropil	459	24.000000	0.008396	3.050523	0.004222
revgroup00571123	Vps52	3pUTR_extended	neuron-enriched	not-localised	2149	24.000000	0.515044	10.504113	0.665976
revgroup00571133	Vps52	3pUTR_extended	neuron-enriched	cell-culture	903	0.000000	-1.000000	13.416889	0.590247
revgroup00571134	Vps52	3pUTR	neuron-enriched	not-localised	375	24.000000	0.334734	41.289428	0.406743
fwdgroup00568567	Rps18	3pUTR_extended	glia-enriched	cell-culture	50	0.000000	-1.000000	28.757908	0.343499
fwdgroup00568575	B3galt4	3pUTR	others	not-localised	237	2.558064	0.928004	2.514637	0.903725
revgroup00571187	Wdr46	3pUTR_extended	others	not-localised	379	16.445065	0.679187	16.726080	0.637724
revgroup00571203	Wdr46	intron	others	cell-culture	686	0.000000	-1.000000	2.942416	0.341504
fwdgroup00568616	Pfdn6	CDS	neuron-enriched	not-localised	125	0.000000	-1.000000	2.757374	0.692497
fwdgroup00568619	Pfdn6	3pUTR	neuron-enriched	not-localised	77	14.137471	0.842418	14.255764	0.759781
revgroup00571239	Rgl2	3pUTR	glia-enriched	not-localised	412	24.000000	0.678144	8.919204	0.717487
revgroup00571269	Tapbp	3pUTR_extended	glia-enriched	not-localised	1247	13.821748	0.757236	14.032210	0.743023
revgroup00571274	Tapbp	3pUTR_extended	glia-enriched	not-localised	440	24.000000	0.727011	5.633573	0.679923
revgroup00571306	Zbtb22	3pUTR_extended	others	not-localised	507	5.623677	0.928786	5.924005	0.942726
revgroup00571338	Daxx	3pUTR	glia-enriched	not-localised	142	3.371378	0.918427	3.602459	0.907231
fwdgroup00568805	Kifc1	3pUTR	glia-enriched	cell-culture	149	0.000000	-1.000000	2.395318	0.953604
fwdgroup00568833	Phf1	3pUTR	others	not-localised	270	13.807377	0.778696	14.126099	0.732037
revgroup00571429	Cuta	3pUTR	neuron-enriched	not-localised	89	24.198132	0.685098	26.356632	0.367959
revgroup00571431	Cuta	CDS	neuron-enriched	not-localised	23	0.000000	-1.000000	3.891414	0.705385
fwdgroup00568924	Syngap1	CDS	neuron-enriched	neuropil	1820	0.000000	-1.000000	15.398033	0.839501
fwdgroup00568939	Zbtb9	3pUTR	others	not-localised	696	0.000000	-1.000000	2.514028	0.991557
fwdgroup00568940	Zbtb9	3pUTR	others	not-localised	1187	2.379475	0.937083	3.020433	0.946602
fwdgroup00568960	Zbtb9	3pUTR_extended	tissue	not-localised	8717	0.000000	-1.000000	4.484108	0.815912
revgroup00571567	Bak1	3pUTR_extended	glia-enriched	neuropil	948	4.920076	0.891429	4.632247	0.886517
fwdgroup00569067	Itpr3	3pUTR_extended	glia-enriched	not-localised	660	0.000000	-1.000000	6.320285	0.865982
revgroup00571669	Uqcc2	3pUTR	neuron-enriched	not-localised	45	24.000000	0.633734	37.695223	0.701497
revgroup00571677	Uqcc2	CDS	neuron-enriched	not-localised	69	0.000000	-1.000000	2.996859	0.395460
fwdgroup00569142	Lhfpl5	intron	neuron-enriched	neuropil	2676	0.000000	-1.000000	19.936652	0.391786
fwdgroup00569150	Lhfpl5	intron	neuron-enriched	cell-culture	897	0.000000	-1.000000	25.848284	0.118992
fwdgroup00569160	Lhfpl5	3pUTR	neuron-enriched	not-localised	410	23.342873	0.570694	21.349881	0.611483
revgroup00571739	Srpk1	3pUTR_extended	glia-enriched	not-localised	2160	6.033483	0.899558	7.038528	0.929193
revgroup00571751	Srpk1	3pUTR_extended	glia-enriched	not-localised	672	6.847449	0.902811	7.671522	0.912169
revgroup00571773	Srpk1	intron	tissue	not-localised	7	0.000000	-1.000000	16.333005	0.657682
fwdgroup00569415	Mapk14	intron	glia-enriched	not-localised	187	0.000000	-1.000000	12.110730	0.592552
fwdgroup00569418	Mapk14	3pUTR	glia-enriched	not-localised	85	0.000000	-1.000000	6.454277	0.726499
fwdgroup00569435	Mapk14	3pUTR	glia-enriched	not-localised	2040	2.801965	0.989800	3.203227	0.908266
fwdgroup00569464	Herc4	intron	glia-enriched	not-localised	3283	0.000000	-1.000000	5.867902	0.927637
fwdgroup00569564	Herc4	3pUTR	glia-enriched	not-localised	220	9.660713	0.827599	10.656104	0.832751
fwdgroup00569638	Dnajc12	3pUTR	others	not-localised	520	24.000000	0.372968	27.962705	0.370436
fwdgroup00569753	Brpf3	3pUTR_extended	glia-enriched	not-localised	1994	3.141282	0.965660	3.915557	0.922510
revgroup00572392	Stk38	3pUTR_extended	glia-enriched	not-localised	1702	3.785598	0.965725	4.939853	0.955468
fwdgroup00569961	Srsf3	3pUTR	glia-enriched	not-localised	161	0.000000	-1.000000	8.232572	0.890150
fwdgroup00569963	Srsf3	3pUTR	glia-enriched	not-localised	827	5.522139	0.986401	6.276227	0.942606
fwdgroup00569965	Srsf3	3pUTR	glia-enriched	not-localised	1329	24.000000	0.946619	13.024521	0.955812
fwdgroup00569970	Srsf3	3pUTR	glia-enriched	not-localised	2270	6.328150	0.910713	8.051833	0.925885
fwdgroup00570009	Cdkn1a	3pUTR	glia-enriched	cell-culture	205	0.000000	-1.000000	4.277674	0.666453
fwdgroup00570016	Cdkn1a	3pUTR	glia-enriched	not-localised	1102	3.261570	0.945587	3.313389	0.890776
revgroup00572604	Cpne5	3pUTR	neuron-enriched	not-localised	1077	24.000000	0.596118	3.119606	0.631980
revgroup00572712	Ppil1	3pUTR_extended	neuron-enriched	not-localised	622	24.000000	0.896845	26.085282	0.763769
revgroup00572727	Ppil1	intron	neuron-enriched	not-localised	313297	0.000000	-1.000000	17.173083	0.892786
revgroup00572810	Ppil1	intron	neuron-enriched	not-localised	116245	0.000000	-1.000000	12.337310	0.827302
fwdgroup00570310	RGD735065	intron	shared	not-localised	1	0.000000	-1.000000	6.515276	0.792559
fwdgroup00570315	RGD735065	3pUTR_extended	shared	not-localised	73	9.071694	0.995504	9.728001	0.973676
fwdgroup00570323	RGD735065	3pUTR_extended	shared	not-localised	1415	24.000000	0.853018	32.266853	0.821445
fwdgroup00570338	RGD735065	3pUTR_extended	shared	not-localised	4778	20.731847	0.376804	19.875333	0.614058
fwdgroup00570380	Pi16	3pUTR	neuron-enriched	not-localised	395	24.000000	0.472671	4.197052	0.336232
revgroup00572986	Mtch1	3pUTR	neuron-enriched	not-localised	604	24.000000	0.570292	0.009289	0.268481
fwdgroup00570396	Pi16	3pUTR_extended	neuron-enriched	not-localised	5005	11.157740	0.362453	16.860730	0.499557
fwdgroup00570397	Pi16	3pUTR_extended	neuron-enriched	not-localised	5451	2.153221	0.491355	5.162025	0.602402
fwdgroup00570455	Fgd2	3pUTR	glia-enriched	not-localised	617	0.000000	-1.000000	7.702943	0.906383
fwdgroup00570530	Hmga1	CDS_extended	neuron-enriched	not-localised	1173	0.000000	-1.000000	21.311894	0.597243
revgroup00573128	RGD1564450	3pUTR	neuron-enriched	not-localised	54	18.204375	0.859755	16.358257	0.800654
fwdgroup00570570	Hmga1	CDS_extended	neuron-enriched	not-localised	17623	0.000000	-1.000000	2.871968	0.588685
revgroup00573168	Nudt3	3pUTR	neuron-enriched	neuropil	381	24.000000	0.305158	11.570249	0.350963
revgroup00573180	Nudt3	intron	neuron-enriched	not-localised	19179	0.000000	-1.000000	2.078419	0.634958
revgroup00573233	Rps10	3pUTR	glia-enriched	cell-culture	48	0.000000	-1.000000	0.393636	0.610776
fwdgroup00570745	Pacsin1	3pUTR_extended	neuron-enriched	not-localised	146	24.000000	0.534225	2.736242	0.503070
fwdgroup00570751	Pacsin1	3pUTR_extended	neuron-enriched	neuropil	2499	13.857948	0.816863	13.953737	0.811250
revgroup00573351	Spdef	3pUTR_extended	neuron-enriched	not-localised	4357	0.000000	-1.000000	3.644465	0.816178
revgroup00573381	LOC294154	3pUTR	neuron-enriched	neuropil	2564	24.000000	0.752911	4.870083	0.719117
revgroup00573385	LOC294154	3pUTR	neuron-enriched	not-localised	441	24.000000	0.850581	2.118615	0.706838
fwdgroup00570875	Snrpc	3pUTR_extended	others	not-localised	207	6.072015	0.985461	8.310950	0.920929
revgroup00573529	Taf11	3pUTR	glia-enriched	not-localised	347	24.000000	0.665956	20.325897	0.696587
fwdgroup00571085	Anks1a	3pUTR	glia-enriched	not-localised	2107	9.288641	0.904470	10.884903	0.875732
fwdgroup00571147	Scube3	CDS_extended	glia-enriched	cell-culture	3510	0.000000	-1.000000	25.181037	0.306881
fwdgroup00571217	Zfp523	3pUTR	neuron-enriched	neuropil	676	17.264002	0.823529	14.882390	0.849520
fwdgroup00571229	Def6	CDS_extended	glia-enriched	not-localised	475	0.000000	-1.000000	9.945332	0.822989
fwdgroup00571299	Ppard	3pUTR	glia-enriched	neuropil	1700	5.970425	0.958956	7.294693	0.937798
fwdgroup00571349	Fance	3pUTR	others	not-localised	211	8.383495	0.913734	7.903953	0.830631
fwdgroup00571364	Rpl10a	3pUTR	others	neuropil	30	26.675691	0.571075	25.365093	0.615220
revgroup00574008	Tead3	3pUTR	glia-enriched	not-localised	989	0.000000	-1.000000	2.180461	0.947284
revgroup00574062	Fkbp5	3pUTR	neuron-enriched	not-localised	1998	13.308956	0.935407	14.174424	0.929372
revgroup00574082	Fkbp5	3pUTR	neuron-enriched	not-localised	378	3.474736	0.890530	5.788640	0.883210
fwdgroup00571556	Pim1	intron	tissue	not-localised	1064	0.000000	-1.000000	4.785216	0.944107
fwdgroup00571564	Pim1	3pUTR_extended	glia-enriched	not-localised	718	1.788117	0.815313	2.408673	0.842299
fwdgroup00571614	Tbc1d22b	intron	tissue	not-localised	5212	0.000000	-1.000000	36.142665	0.399932
fwdgroup00571649	Tbc1d22b	3pUTR	others	not-localised	1950	17.062110	0.999687	16.331380	0.816565
fwdgroup00571704	Rnf8	3pUTR_extended	others	not-localised	417	3.797101	0.968727	4.786877	0.953326
fwdgroup00571710	Rnf8	3pUTR_extended	others	not-localised	2029	24.000000	0.204298	0.626539	0.298621
fwdgroup00571753	Cmtr1	intron	neuron-enriched	not-localised	1409	0.000000	-1.000000	6.269794	0.006183
revgroup00574463	Ccdc167	3pUTR_extended	others	not-localised	8576	24.000000	0.365424	5.193632	0.522500
fwdgroup00571805	Cmtr1	3pUTR	neuron-enriched	not-localised	1109	21.748883	0.902131	17.176118	0.857417
revgroup00574512	Ccdc167	3pUTR	others	not-localised	169	24.000000	0.213924	1.657991	0.268472
fwdgroup00571814	Cmtr1	3pUTR_extended	neuron-enriched	not-localised	3877	13.318308	0.618370	3.200676	0.442085
revgroup00574590	Mdga1	3pUTR_extended	neuron-enriched	neuropil	14732	24.000000	0.838024	6.260909	0.650492
revgroup00574595	Mdga1	3pUTR_extended	neuron-enriched	not-localised	4184	18.991371	0.393778	16.396927	0.620090
revgroup00574640	Mdga1	3pUTR	neuron-enriched	not-localised	261	17.098258	0.266138	15.271055	0.634348
fwdgroup00572186	Zfand3	3pUTR_extended	glia-enriched	not-localised	1791	7.384440	0.987046	7.804789	0.983509
fwdgroup00572193	Zfand3	3pUTR_extended	glia-enriched	not-localised	2561	14.613440	0.805739	15.288354	0.797776
revgroup00574961	Btbd9	3pUTR_extended	neuron-enriched	not-localised	2656	9.626728	0.943525	9.062892	0.941590
revgroup00574985	Btbd9	3pUTR	neuron-enriched	not-localised	14	4.888526	0.640477	7.995696	0.638490
revgroup00575117	Btbd9	intron	tissue	not-localised	17711	0.000000	-1.000000	34.612224	0.256318
revgroup00575214	Glo1	3pUTR_extended	neuron-enriched	not-localised	1231	24.000000	0.673243	8.277892	0.720608
revgroup00575218	Glo1	3pUTR	neuron-enriched	not-localised	305	24.000000	0.592206	1.229370	0.576198
fwdgroup00572673	Abcg1	3pUTR	tissue	not-localised	488	5.199543	0.800801	9.388470	0.672044
fwdgroup00572678	Abcg1	3pUTR_extended	glia-enriched	not-localised	1471	4.545724	0.904520	4.148869	0.920767
fwdgroup00572687	Abcg1	3pUTR_extended	glia-enriched	not-localised	3692	7.023005	0.895357	8.647894	0.876822
revgroup00575455	Tff3	3pUTR_extended	others	cell-culture	170	15.450242	0.476982	18.847466	0.618302
revgroup00575485	Rsph1	3pUTR_extended	others	not-localised	150	13.981792	0.372500	15.456978	0.365618
fwdgroup00572782	Slc37a1	intron	tissue	not-localised	674	0.000000	-1.000000	23.148554	0.506069
fwdgroup00572796	Slc37a1	3pUTR_extended	others	not-localised	951	4.713297	0.890045	6.416434	0.899573
fwdgroup00572879	Pde9a	3pUTR	others	not-localised	236	2.273873	0.907378	3.364766	0.920275
revgroup00575610	Wdr4	3pUTR	others	not-localised	739	2.222479	0.973836	2.314425	0.946888
fwdgroup00572948	Ndufv3	3pUTR	neuron-enriched	not-localised	7	24.000000	0.552433	1.706983	0.585501
fwdgroup00572949	Ndufv3	3pUTR_extended	neuron-enriched	not-localised	77	23.788972	0.555735	22.214779	0.492588
fwdgroup00572956	Ndufv3	3pUTR_extended	neuron-enriched	not-localised	1077	24.000000	0.369748	0.055431	0.225858
fwdgroup00572959	Ndufv3	3pUTR_extended	neuron-enriched	not-localised	1600	24.000000	0.540387	4.019947	0.464513
fwdgroup00573043	Pknox1	3pUTR	tissue	not-localised	169	0.000000	-1.000000	8.357602	0.834214
fwdgroup00573066	Pknox1	3pUTR_extended	others	not-localised	2897	4.105561	0.980650	4.874569	0.984664
revgroup00575753	Cbs	3pUTR	neuron-enriched	neuropil	564	9.488823	0.516492	8.824199	0.197600
revgroup00575815	U2af1	3pUTR	glia-enriched	not-localised	134	2.693642	0.989374	2.956003	0.988867
revgroup00575889	Sik1	3pUTR_extended	others	not-localised	2230	1.531105	0.976105	1.750989	0.948907
revgroup00575953	Hsf2bp	3pUTR	neuron-enriched	cell-culture	522	0.000000	-1.000000	23.809613	0.321703
fwdgroup00573409	Pdxk	CDS_extended	neuron-enriched	not-localised	5580	0.000000	-1.000000	14.723850	0.825969
revgroup00576146	Cstb	3pUTR_extended	glia-enriched	not-localised	190	24.000000	0.571666	2.436798	0.447588
fwdgroup00573467	Rrp1	3pUTR	neuron-enriched	not-localised	418	10.429866	0.913083	11.128094	0.839797
fwdgroup00573480	Rrp1	3pUTR_extended	tissue	not-localised	3717	0.000000	-1.000000	12.777249	0.759281
fwdgroup00573566	Agpat3	3pUTR	neuron-enriched	not-localised	88	24.000000	0.547396	10.333036	0.537905
fwdgroup00573571	Agpat3	3pUTR	neuron-enriched	neuropil	1984	24.000000	0.672007	16.341765	0.690083
fwdgroup00573581	Agpat3	3pUTR	neuron-enriched	not-localised	3863	24.000000	0.579158	4.790170	0.517421
fwdgroup00573583	Agpat3	3pUTR_extended	neuron-enriched	not-localised	4485	24.000000	0.507829	23.590948	0.565368
fwdgroup00573638	Trappc10	intron	glia-enriched	not-localised	580	0.000000	-1.000000	31.671128	0.304961
fwdgroup00573696	Trappc10	3pUTR	glia-enriched	not-localised	1114	37.092984	0.769683	25.172967	0.816606
fwdgroup00573708	Trappc10	3pUTR	glia-enriched	not-localised	2285	23.519986	0.086304	21.192780	0.341108
